SampleID,category,xsectioninpb,kfactor,filterefficiency,xsecunc
301150,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2000M2250,   0.0001946,  1.00, 1.,  1.,
301151,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2250M2500,   0.0000933,  1.00, 1.,  1.,
301152,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2500M2750,   0.0000463,  1.00, 1.,  1.,
301153,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2750M3000,   0.0000235,  1.00, 1.,  1.,
301154,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_3000M3500,   0.0000185,  1.00, 1.,  1.,
301155,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_3500M4000,   0.0000051,  1.00, 1.,  1.,
301156,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_4000M4500,   0.0000014,  1.00, 1.,  1.,
301157,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_4500M5000,   0.0000004,  1.00, 1.,  1.,
301158,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_5000M,       0.0000002,  1.00, 1.,  1.,
301160,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_120M180,      22.1980000, 1.00, 1.,  1.,
301161,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_180M250,      3.2852000,  1.00, 1.,  1.,
301162,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_250M400,      1.0832000,  1.00, 1.,  1.,
301163,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_400M600,      0.1754100,  1.00, 1.,  1.,
301164,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_600M800,      0.0309800,  1.00, 1.,  1.,
301165,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_800M1000,     0.0082865,  1.00, 1.,  1.,
301166,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1000M1250,    0.0031594,  1.00, 1.,  1.,
301167,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1250M1500,    0.0010029,  1.00, 1.,  1.,
301168,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1500M1750,    0.0003681,  1.00, 1.,  1.,
301169,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1750M2000,    0.0001495,  1.00, 1.,  1.,
301170,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2000M2250,    0.0000653,  1.00, 1.,  1.,
301171,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2250M2500,    0.0000302,  1.00, 1.,  1.,
301172,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2500M2750,    0.0000145,  1.00, 1.,  1.,
301173,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2750M3000,    0.0000073,  1.00, 1.,  1.,
301174,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_3000M3500,    0.0000057,  1.00, 1.,  1.,
301175,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_3500M4000,    0.0000016,  1.00, 1.,  1.,
301176,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_4000M4500,    0.0000005,  1.00, 1.,  1.,
301177,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_4500M5000,    0.0000001,  1.00, 1.,  1.,
301178,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_5000M,        0.0000001,  1.00, 1.,  1.,

361420 , Sherpa_CT10_Ztautau_Pt0_70_CVetoBVeto               , 2205             , 1.  , 0.7785      , 1.       , Sherpa                  
361421 , Sherpa_CT10_Ztautau_Pt0_70_CFilterBVeto             , 2205             , 1.  , 0.1422      , 1.       , Sherpa                  
361422 , Sherpa_CT10_Ztautau_Pt0_70_BFilter                  , 2205             , 1.  , 0.0795      , 1.       , Sherpa                  
361423 , Sherpa_CT10_Ztautau_Pt70_140_CVetoBVeto             , 76.03            , 1.  , 0.6480      , 1.       , Sherpa                  
361424 , Sherpa_CT10_Ztautau_Pt70_140_CFilterBVeto           , 76.03            , 1.  , 0.2198      , 1.       , Sherpa                  
361425 , Sherpa_CT10_Ztautau_Pt70_140_BFilter                , 76.03            , 1.  , 0.1309      , 1.       , Sherpa                  
361426 , Sherpa_CT10_Ztautau_Pt140_280_CVetoBVeto            , 11.64            , 1.  , 0.6139      , 1.       , Sherpa                  
361427 , Sherpa_CT10_Ztautau_Pt140_280_CFilterBVeto          , 11.64            , 1.  , 0.2426      , 1.       , Sherpa                  
361428 , Sherpa_CT10_Ztautau_Pt140_280_BFilter               , 11.64            , 1.  , 0.1468      , 1.       , Sherpa                  
361429 , Sherpa_CT10_Ztautau_Pt280_500_CVetoBVeto            , 0.7646           , 1.  , 0.5836      , 1.       , Sherpa                  
361430 , Sherpa_CT10_Ztautau_Pt280_500_CFilterBVeto          , 0.7646           , 1.  , 0.2632      , 1.       , Sherpa                  
361431 , Sherpa_CT10_Ztautau_Pt280_500_BFilter               , 0.7646           , 1.  , 0.1594      , 1.       , Sherpa                  
361432 , Sherpa_CT10_Ztautau_Pt500_700_CVetoBVeto            , 0.04628          , 1.  , 0.5692      , 1.       , Sherpa                  
361433 , Sherpa_CT10_Ztautau_Pt500_700_CFilterBVeto          , 0.04628          , 1.  , 0.2692      , 1.       , Sherpa                  
361434 , Sherpa_CT10_Ztautau_Pt500_700_BFilter               , 0.04628          , 1.  , 0.1718      , 1.       , Sherpa                  
361435 , Sherpa_CT10_Ztautau_Pt700_1000_CVetoBVeto           , 0.008079         , 1.  , 0.5625      , 1.       , Sherpa                  
361436 , Sherpa_CT10_Ztautau_Pt700_1000_CFilterBVeto         , 0.008079         , 1.  , 0.2958      , 1.       , Sherpa                  
361437 , Sherpa_CT10_Ztautau_Pt700_1000_BFilter              , 0.008079         , 1.  , 0.1806      , 1.       , Sherpa                  
361438 , Sherpa_CT10_Ztautau_Pt1000_2000_CVetoBVeto          , 0.001062         , 1.  , 0.5499      , 1.       , Sherpa                  
361439 , Sherpa_CT10_Ztautau_Pt1000_2000_CFilterBVeto        , 0.001062         , 1.  , 0.3135      , 1.       , Sherpa                  
361440 , Sherpa_CT10_Ztautau_Pt1000_2000_BFilter             , 0.001062         , 1.  , 0.1861      , 1.       , Sherpa                  
361441 , Sherpa_CT10_Ztautau_Pt2000_E_CMS_CVetoBVeto         , 4.234e-06        , 1.  , 0.4874      , 1.       , Sherpa                  
361442 , Sherpa_CT10_Ztautau_Pt2000_E_CMS_CFilterBVeto       , 4.234e-06        , 1.  , 0.3078      , 1.       , Sherpa                  
361443 , Sherpa_CT10_Ztautau_Pt2000_E_CMS_BFilter            , 4.234e-06        , 1.  , 0.2048      , 1.       , Sherpa   



361300, Sherpa_CT10_Wenu_Pt0_70_CVetoBVeto             ,  21283             , 1.  ,    0.890724 , 1., sherpa 
361301, Sherpa_CT10_Wenu_Pt0_70_CFilterBVeto           ,  21381             , 1.  ,    0.04929  , 1., sherpa
361302, Sherpa_CT10_Wenu_Pt0_70_BFilter                ,  21385             , 1.  ,    0.059786 , 1., sherpa
361303, Sherpa_CT10_Wenu_Pt70_140_CVetoBVeto           ,  633.67            , 1.  ,    0.728829 , 1., sherpa
361304, Sherpa_CT10_Wenu_Pt70_140_CFilterBVeto         ,  632.29            , 1.  ,    0.176811 , 1., sherpa
361305, Sherpa_CT10_Wenu_Pt70_140_BFilter              ,  631.59            , 1.  ,    0.096681 , 1., sherpa
361306, Sherpa_CT10_Wenu_Pt140_280_CVetoBVeto          ,  90.163            , 1.  ,    0.681554 , 1., sherpa
361307, Sherpa_CT10_Wenu_Pt140_280_CFilterBVeto        ,  90.039            , 1.  ,    0.205907 , 1., sherpa
361308, Sherpa_CT10_Wenu_Pt140_280_BFilter             ,  90.129            , 1.  ,    0.112284 , 1., sherpa
361309, Sherpa_CT10_Wenu_Pt280_500_CVetoBVeto          ,  5.761             , 1.  ,    0.652724 , 1., sherpa
361310, Sherpa_CT10_Wenu_Pt280_500_CFilterBVeto        ,  5.7609            , 1.  ,    0.221526 , 1., sherpa
361311, Sherpa_CT10_Wenu_Pt280_500_BFilter             ,  5.7139            , 1.  ,    0.130994 , 1., sherpa
361312, Sherpa_CT10_Wenu_Pt500_700_CVetoBVeto          ,  0.35581           , 1.  ,    0.631749 , 1., sherpa
361313, Sherpa_CT10_Wenu_Pt500_700_CFilterBVeto        ,  0.34385           , 1.  ,    0.243561 , 1., sherpa
361314, Sherpa_CT10_Wenu_Pt500_700_BFilter             ,  0.34646           , 1.  ,    0.155229 , 1., sherpa
361315, Sherpa_CT10_Wenu_Pt700_1000_CVetoBVeto         ,  0.060538          , 1.  ,    0.60962  , 1., sherpa
361316, Sherpa_CT10_Wenu_Pt700_1000_CFilterBVeto       ,  0.060838          , 1.  ,    0.202801 , 1., sherpa
361317, Sherpa_CT10_Wenu_Pt700_1000_BFilter            ,  0.062642          , 1.  ,    0.168701 , 1., sherpa
361318, Sherpa_CT10_Wenu_Pt1000_2000_CVetoBVeto        ,  0.0079207         , 1.  ,    0.629245 , 1., sherpa
361319, Sherpa_CT10_Wenu_Pt1000_2000_CFilterBVeto      ,  0.0081198         , 1.  ,    0.237991 , 1., sherpa
361320, Sherpa_CT10_Wenu_Pt1000_2000_BFilter           ,  0.0080036         , 1.  ,    0.173096 , 1., sherpa
361321, Sherpa_CT10_Wenu_Pt2000_E_CMS_CVetoBVeto       ,  3.08E-05          , 1.  ,    0.638441 , 1., sherpa
361322, Sherpa_CT10_Wenu_Pt2000_E_CMS_CFilterBVeto     ,  3.11E-05          , 1.  ,    0.272781 , 1., sherpa
361323, Sherpa_CT10_Wenu_Pt2000_E_CMS_BFilter          ,  3.12E-05          , 1.  ,    0.165186 , 1., sherpa
361324, Sherpa_CT10_Wmunu_Pt0_70_CVetoBVeto            ,  21392             , 1.  ,    0.89251  , 1., sherpa
361325, Sherpa_CT10_Wmunu_Pt0_70_CFilterBVeto          ,  21380             , 1.  ,    0.04737  , 1., sherpa
361326, Sherpa_CT10_Wmunu_Pt0_70_BFilter               ,  21371             , 1.  ,    0.05971  , 1., sherpa
361327, Sherpa_CT10_Wmunu_Pt70_140_CVetoBVeto          ,  634.1             , 1.  ,    0.728418 , 1., sherpa
361328, Sherpa_CT10_Wmunu_Pt70_140_CFilterBVeto        ,  632.54            , 1.  ,    0.175047 , 1., sherpa
361329, Sherpa_CT10_Wmunu_Pt70_140_BFilter             ,  632.79            , 1.  ,    0.096687 , 1., sherpa
361330, Sherpa_CT10_Wmunu_Pt140_280_CVetoBVeto         ,  89.868            , 1.  ,    0.68415  , 1., sherpa
361331, Sherpa_CT10_Wmunu_Pt140_280_CFilterBVeto       ,  90.077            , 1.  ,    0.203512 , 1., sherpa
361332, Sherpa_CT10_Wmunu_Pt140_280_BFilter            ,  90.204            , 1.  ,    0.112541 , 1., sherpa
361333, Sherpa_CT10_Wmunu_Pt280_500_CVetoBVeto         ,  5.7812            , 1.  ,    0.653631 , 1., sherpa
361334, Sherpa_CT10_Wmunu_Pt280_500_CFilterBVeto       ,  5.7437            , 1.  ,    0.22252  , 1., sherpa
361335, Sherpa_CT10_Wmunu_Pt280_500_BFilter            ,  5.7292            , 1.  ,    0.130709 , 1., sherpa
361336, Sherpa_CT10_Wmunu_Pt500_700_CVetoBVeto         ,  0.35302           , 1.  ,    0.631109 , 1., sherpa
361337, Sherpa_CT10_Wmunu_Pt500_700_CFilterBVeto       ,  0.3456            , 1.  ,    0.23984  , 1., sherpa
361338, Sherpa_CT10_Wmunu_Pt500_700_BFilter            ,  0.34814           , 1.  ,    0.163529 , 1., sherpa
361339, Sherpa_CT10_Wmunu_Pt700_1000_CVetoBVeto        ,  0.061501          , 1.  ,    0.632602 , 1., sherpa
361340, Sherpa_CT10_Wmunu_Pt700_1000_CFilterBVeto      ,  0.061643          , 1.  ,    0.227699 , 1., sherpa
361341, Sherpa_CT10_Wmunu_Pt700_1000_BFilter           ,  0.06015           , 1.  ,    0.16014  , 1., sherpa
361342, Sherpa_CT10_Wmunu_Pt1000_2000_CVetoBVeto       ,  0.0079016         , 1.  ,    0.59789  , 1., sherpa
361343, Sherpa_CT10_Wmunu_Pt1000_2000_CFilterBVeto     ,  0.0079128         , 1.  ,    0.236425 , 1., sherpa
361344, Sherpa_CT10_Wmunu_Pt1000_2000_BFilter          ,  0.0078579         , 1.  ,    0.159623 , 1., sherpa
361345, Sherpa_CT10_Wmunu_Pt2000_E_CMS_CVetoBVeto      ,  3.09E-05          , 1.  ,    0.617928 , 1., sherpa
361346, Sherpa_CT10_Wmunu_Pt2000_E_CMS_CFilterBVeto    ,  3.18E-05          , 1.  ,    0.267917 , 1., sherpa
361347, Sherpa_CT10_Wmunu_Pt2000_E_CMS_BFilter         ,  3.46E-05          , 1.  ,    0.192802 , 1., sherpa
361348, Sherpa_CT10_Wtaunu_Pt0_70_CVetoBVeto           ,  21386             , 1.  ,    0.891411 , 1., sherpa
361349, Sherpa_CT10_Wtaunu_Pt0_70_CFilterBVeto         ,  21378             , 1.  ,    0.048706 , 1., sherpa
361350, Sherpa_CT10_Wtaunu_Pt0_70_BFilter              ,  21386             , 1.  ,    0.059683 , 1., sherpa
361351, Sherpa_CT10_Wtaunu_Pt70_140_CVetoBVeto         ,  635.56            , 1.  ,    0.726079 , 1., sherpa
361352, Sherpa_CT10_Wtaunu_Pt70_140_CFilterBVeto       ,  634.01            , 1.  ,    0.176273 , 1., sherpa
361353, Sherpa_CT10_Wtaunu_Pt70_140_BFilter            ,  633               , 1.  ,    0.095733 , 1., sherpa
361354, Sherpa_CT10_Wtaunu_Pt140_280_CVetoBVeto        ,  90.013            , 1.  ,    0.683964 , 1., sherpa
361355, Sherpa_CT10_Wtaunu_Pt140_280_CFilterBVeto      ,  90.209            , 1.  ,    0.204983 , 1., sherpa
361356, Sherpa_CT10_Wtaunu_Pt140_280_BFilter           ,  90.169            , 1.  ,    0.11307  , 1., sherpa
361357, Sherpa_CT10_Wtaunu_Pt280_500_CVetoBVeto        ,  5.7931            , 1.  ,    0.647441 , 1., sherpa
361358, Sherpa_CT10_Wtaunu_Pt280_500_CFilterBVeto      ,  5.7831            , 1.  ,    0.218875 , 1., sherpa
361359, Sherpa_CT10_Wtaunu_Pt280_500_BFilter           ,  5.7491            , 1.  ,    0.132548 , 1., sherpa
361360, Sherpa_CT10_Wtaunu_Pt500_700_CVetoBVeto        ,  0.3451            , 1.  ,    0.628862 , 1., sherpa
361361, Sherpa_CT10_Wtaunu_Pt500_700_CFilterBVeto      ,  0.35372           , 1.  ,    0.230541 , 1., sherpa
361362, Sherpa_CT10_Wtaunu_Pt500_700_BFilter           ,  0.34668           , 1.  ,    0.159453 , 1., sherpa
361363, Sherpa_CT10_Wtaunu_Pt700_1000_CVetoBVeto       ,  0.060864          , 1.  ,    0.627393 , 1., sherpa
361364, Sherpa_CT10_Wtaunu_Pt700_1000_CFilterBVeto     ,  0.060497          , 1.  ,    0.220035 , 1., sherpa
361365, Sherpa_CT10_Wtaunu_Pt700_1000_BFilter          ,  0.060693          , 1.  ,    0.155527 , 1., sherpa
361366, Sherpa_CT10_Wtaunu_Pt1000_2000_CVetoBVeto      ,  0.0079324         , 1.  ,    0.60711  , 1., sherpa
361367, Sherpa_CT10_Wtaunu_Pt1000_2000_CFilterBVeto    ,  0.0078888         , 1.  ,    0.237999 , 1., sherpa
361368, Sherpa_CT10_Wtaunu_Pt1000_2000_BFilter         ,  0.0080228         , 1.  ,    0.175976 , 1., sherpa
361369, Sherpa_CT10_Wtaunu_Pt2000_E_CMS_CVetoBVeto     ,  3.34E-05          , 1.  ,    0.545399 , 1., sherpa
361370, Sherpa_CT10_Wtaunu_Pt2000_E_CMS_CFilterBVeto   ,  3.05E-05          , 1.  ,    0.242272 , 1., sherpa
361371, Sherpa_CT10_Wtaunu_Pt2000_E_CMS_BFilter        ,  3.20E-05          , 1.  ,    0.196031 , 1., sherpa


363331, Sherpa_NNPDF30NNLO_Wtaunu_Pt0_70_CVetoBVeto, 20024.0, 1.0, 0.8144, 1.0, Sherpa
363332, Sherpa_NNPDF30NNLO_Wtaunu_Pt0_70_CFilterBVeto, 20028.0, 1.0, 0.1381, 1.0, Sherpa
363333, Sherpa_NNPDF30NNLO_Wtaunu_Pt0_70_BFilter, 20015.0, 1.0, 0.0468, 1.0, Sherpa
363334, Sherpa_NNPDF30NNLO_Wtaunu_Pt70_140_CVetoBVeto, 589.14, 1.0, 0.6574, 1.0, Sherpa
363335, Sherpa_NNPDF30NNLO_Wtaunu_Pt70_140_CFilterBVeto, 590.11, 1.0, 0.2525, 1.0, Sherpa
363336, Sherpa_NNPDF30NNLO_Wtaunu_Pt70_140_BFilter, 589.83, 1.0, 0.0858, 1.0, Sherpa
363337, Sherpa_NNPDF30NNLO_Wtaunu_Pt140_280_CVetoBVeto, 84.22, 1.0, 0.614, 1.0, Sherpa
363338, Sherpa_NNPDF30NNLO_Wtaunu_Pt140_280_CFilterBVeto, 84.282, 1.0, 0.2759, 1.0, Sherpa
363339, Sherpa_NNPDF30NNLO_Wtaunu_Pt140_280_BFilter, 84.177, 1.0, 0.1054, 1.0, Sherpa
363340, Sherpa_NNPDF30NNLO_Wtaunu_Pt280_500_CVetoBVeto, 6.0858, 1.0, 0.5844, 1.0, Sherpa
363341, Sherpa_NNPDF30NNLO_Wtaunu_Pt280_500_CFilterBVeto, 6.0652, 1.0, 0.2869, 1.0, Sherpa
363342, Sherpa_NNPDF30NNLO_Wtaunu_Pt280_500_BFilter, 6.0788, 1.0, 0.1206, 1.0, Sherpa
363343, Sherpa_NNPDF30NNLO_Wtaunu_Pt500_700_CVetoBVeto, 0.38105, 1.0, 0.5677, 1.0, Sherpa
363344, Sherpa_NNPDF30NNLO_Wtaunu_Pt500_700_CFilterBVeto, 0.37794, 1.0, 0.2967, 1.0, Sherpa
363345, Sherpa_NNPDF30NNLO_Wtaunu_Pt500_700_BFilter, 0.37627, 1.0, 0.1315, 1.0, Sherpa
363346, Sherpa_NNPDF30NNLO_Wtaunu_Pt700_1000_CVetoBVeto, 0.073222, 1.0, 0.5614, 1.0, Sherpa
363347, Sherpa_NNPDF30NNLO_Wtaunu_Pt700_1000_CFilterBVeto, 0.067963, 1.0, 0.2923, 1.0, Sherpa
363348, Sherpa_NNPDF30NNLO_Wtaunu_Pt700_1000_BFilter, 0.067277, 1.0, 0.1449, 1.0, Sherpa
363349, Sherpa_NNPDF30NNLO_Wtaunu_Pt1000_2000_CVetoBVeto, 0.0090285, 1.0, 0.5558, 1.0, Sherpa
363350, Sherpa_NNPDF30NNLO_Wtaunu_Pt1000_2000_CFilterBVeto, 0.0089116, 1.0, 0.2903, 1.0, Sherpa
363351, Sherpa_NNPDF30NNLO_Wtaunu_Pt1000_2000_BFilter, 0.00902, 1.0, 0.1413, 1.0, Sherpa
363352, Sherpa_NNPDF30NNLO_Wtaunu_Pt2000_E_CMS_CVetoBVeto, 2.6193e-05, 1.0, 0.5606, 1.0, Sherpa
363353, Sherpa_NNPDF30NNLO_Wtaunu_Pt2000_E_CMS_CFilterBVeto, 3.0985e-05, 1.0, 0.2897, 1.0, Sherpa
363354, Sherpa_NNPDF30NNLO_Wtaunu_Pt2000_E_CMS_BFilter, 2.9392e-05, 1.0, 0.1804, 1.0, Sherpa
363436, Sherpa_NNPDF30NNLO_Wmunu_Pt0_70_CVetoBVeto, 20011.0, 1.0, 0.8136, 1.0, Sherpa
363437, Sherpa_NNPDF30NNLO_Wmunu_Pt0_70_CFilterBVeto, 20033.0, 1.0, 0.1376, 1.0, Sherpa
363438, Sherpa_NNPDF30NNLO_Wmunu_Pt0_70_BFilter, 20020.0, 1.0, 0.0467, 1.0, Sherpa
363439, Sherpa_NNPDF30NNLO_Wmunu_Pt70_140_CVetoBVeto, 589.74, 1.0, 0.6602, 1.0, Sherpa
363440, Sherpa_NNPDF30NNLO_Wmunu_Pt70_140_CFilterBVeto, 590.75, 1.0, 0.2532, 1.0, Sherpa
363441, Sherpa_NNPDF30NNLO_Wmunu_Pt70_140_BFilter, 590.05, 1.0, 0.087, 1.0, Sherpa
363442, Sherpa_NNPDF30NNLO_Wmunu_Pt140_280_CVetoBVeto, 84.068, 1.0, 0.6145, 1.0, Sherpa
363443, Sherpa_NNPDF30NNLO_Wmunu_Pt140_280_CFilterBVeto, 84.296, 1.0, 0.2766, 1.0, Sherpa
363444, Sherpa_NNPDF30NNLO_Wmunu_Pt140_280_BFilter, 83.964, 1.0, 0.1061, 1.0, Sherpa
363445, Sherpa_NNPDF30NNLO_Wmunu_Pt280_500_CVetoBVeto, 6.5041, 1.0, 0.585, 1.0, Sherpa
363446, Sherpa_NNPDF30NNLO_Wmunu_Pt280_500_CFilterBVeto, 6.0684, 1.0, 0.2868, 1.0, Sherpa
363447, Sherpa_NNPDF30NNLO_Wmunu_Pt280_500_BFilter, 6.1503, 1.0, 0.1225, 1.0, Sherpa
363448, Sherpa_NNPDF30NNLO_Wmunu_Pt500_700_CVetoBVeto, 0.38798, 1.0, 0.5667, 1.0, Sherpa
363449, Sherpa_NNPDF30NNLO_Wmunu_Pt500_700_CFilterBVeto, 0.37959, 1.0, 0.2909, 1.0, Sherpa
363450, Sherpa_NNPDF30NNLO_Wmunu_Pt500_700_BFilter, 0.3807, 1.0, 0.1367, 1.0, Sherpa
363451, Sherpa_NNPDF30NNLO_Wmunu_Pt700_1000_CVetoBVeto, 0.068303, 1.0, 0.56, 1.0, Sherpa
363452, Sherpa_NNPDF30NNLO_Wmunu_Pt700_1000_CFilterBVeto, 0.068517, 1.0, 0.2737, 1.0, Sherpa
363453, Sherpa_NNPDF30NNLO_Wmunu_Pt700_1000_BFilter, 0.068219, 1.0, 0.1425, 1.0, Sherpa
363454, Sherpa_NNPDF30NNLO_Wmunu_Pt1000_2000_CVetoBVeto, 0.0089461, 1.0, 0.5517, 1.0, Sherpa
363455, Sherpa_NNPDF30NNLO_Wmunu_Pt1000_2000_CFilterBVeto, 0.0088991, 1.0, 0.289, 1.0, Sherpa
363456, Sherpa_NNPDF30NNLO_Wmunu_Pt1000_2000_BFilter, 0.0088975, 1.0, 0.1488, 1.0, Sherpa
363457, Sherpa_NNPDF30NNLO_Wmunu_Pt2000_E_CMS_CVetoBVeto, 2.6342e-05, 1.0, 0.4832, 1.0, Sherpa
363458, Sherpa_NNPDF30NNLO_Wmunu_Pt2000_E_CMS_CFilterBVeto, 3.2907e-05, 1.0, 0.3073, 1.0, Sherpa
363459, Sherpa_NNPDF30NNLO_Wmunu_Pt2000_E_CMS_BFilter, 2.7767e-05, 1.0, 0.1973, 1.0, Sherpa
363460, Sherpa_NNPDF30NNLO_Wenu_Pt0_70_CVetoBVeto, 20029.0, 1.0, 0.8138, 1.0, Sherpa
363461, Sherpa_NNPDF30NNLO_Wenu_Pt0_70_CFilterBVeto, 20015.0, 1.0, 0.1383, 1.0, Sherpa
363462, Sherpa_NNPDF30NNLO_Wenu_Pt0_70_BFilter, 20004.0, 1.0, 0.047, 1.0, Sherpa
363463, Sherpa_NNPDF30NNLO_Wenu_Pt70_140_CVetoBVeto, 588.04, 1.0, 0.6598, 1.0, Sherpa
363464, Sherpa_NNPDF30NNLO_Wenu_Pt70_140_CFilterBVeto, 589.12, 1.0, 0.2561, 1.0, Sherpa
363465, Sherpa_NNPDF30NNLO_Wenu_Pt70_140_BFilter, 589.06, 1.0, 0.0867, 1.0, Sherpa
363466, Sherpa_NNPDF30NNLO_Wenu_Pt140_280_CVetoBVeto, 84.102, 1.0, 0.6154, 1.0, Sherpa
363467, Sherpa_NNPDF30NNLO_Wenu_Pt140_280_CFilterBVeto, 84.191, 1.0, 0.2766, 1.0, Sherpa
363468, Sherpa_NNPDF30NNLO_Wenu_Pt140_280_BFilter, 84.128, 1.0, 0.1061, 1.0, Sherpa
363469, Sherpa_NNPDF30NNLO_Wenu_Pt280_500_CVetoBVeto, 6.0923, 1.0, 0.5817, 1.0, Sherpa
363470, Sherpa_NNPDF30NNLO_Wenu_Pt280_500_CFilterBVeto, 6.0796, 1.0, 0.2875, 1.0, Sherpa
363471, Sherpa_NNPDF30NNLO_Wenu_Pt280_500_BFilter, 6.0828, 1.0, 0.1242, 1.0, Sherpa
363472, Sherpa_NNPDF30NNLO_Wenu_Pt500_700_CVetoBVeto, 0.38167, 1.0, 0.5712, 1.0, Sherpa
363473, Sherpa_NNPDF30NNLO_Wenu_Pt500_700_CFilterBVeto, 0.38112, 1.0, 0.29, 1.0, Sherpa
363474, Sherpa_NNPDF30NNLO_Wenu_Pt500_700_BFilter, 0.38452, 1.0, 0.1368, 1.0, Sherpa
363475, Sherpa_NNPDF30NNLO_Wenu_Pt700_1000_CVetoBVeto, 0.068378, 1.0, 0.5572, 1.0, Sherpa
363476, Sherpa_NNPDF30NNLO_Wenu_Pt700_1000_CFilterBVeto, 0.067651, 1.0, 0.2898, 1.0, Sherpa
363477, Sherpa_NNPDF30NNLO_Wenu_Pt700_1000_BFilter, 0.072063, 1.0, 0.1357, 1.0, Sherpa
363478, Sherpa_NNPDF30NNLO_Wenu_Pt1000_2000_CVetoBVeto, 0.0087439, 1.0, 0.5476, 1.0, Sherpa
363479, Sherpa_NNPDF30NNLO_Wenu_Pt1000_2000_CFilterBVeto, 0.0088697, 1.0, 0.284, 1.0, Sherpa
363480, Sherpa_NNPDF30NNLO_Wenu_Pt1000_2000_BFilter, 0.0088869, 1.0, 0.1516, 1.0, Sherpa
363481, Sherpa_NNPDF30NNLO_Wenu_Pt2000_E_CMS_CVetoBVeto, 3.1287e-05, 1.0, 0.4274, 1.0, Sherpa
363482, Sherpa_NNPDF30NNLO_Wenu_Pt2000_E_CMS_CFilterBVeto, 2.5889e-05, 1.0, 0.0941, 1.0, Sherpa
363483, Sherpa_NNPDF30NNLO_Wenu_Pt2000_E_CMS_BFilter, 2.9071e-05, 1.0, 0.1314, 1.0, Sherpa
